,Customer_ID,Status_Checking_Acc,Duration_in_Months,Credit_History,Purposre_Credit_Taken,Credit_Amount,Savings_Acc,Years_At_Present_Employment,Inst_Rt_Income,Marital_Status_Gender,Other_Debtors_Guarantors,Current_Address_Yrs,Property,Age,Other_Inst_Plans,Housing,Num_CC,Job,Dependents,Telephone,Foreign_Worker,Default_On_Payment,Count,pred,,,,,
222,100222,A11,12,A32,A46,1200,A65,A73,4,A92,A101,4,A122,23,A141,A151,1,A173,1,A192,A201,0,1,0.567109009,,,,,
223,100223,A14,12,A32,A43,707,A61,A73,4,A93,A101,2,A121,30,A141,A152,2,A173,1,A191,A201,0,1,0.124892739,,,,,
224,100224,A14,24,A33,A49,2978,A65,A73,4,A93,A101,4,A121,32,A143,A152,2,A173,2,A192,A201,0,1,0.075630494,,,,,
225,100225,A14,15,A32,A41,4657,A61,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,0,1,0.01133632,,,,,
226,100226,A14,36,A30,A45,2613,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,0,1,0.65541006,,,,,
229,100229,A14,9,A32,A43,1478,A61,A74,4,A93,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,1,1,0.03302006,,,,,
230,100230,A11,24,A32,A42,3149,A61,A72,4,A93,A101,1,A124,22,A141,A153,1,A173,1,A191,A201,0,1,0.644562728,,,,,
231,100231,A13,36,A32,A43,4210,A61,A73,4,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,1,1,0.324920752,,,,,
232,100232,A14,9,A32,A40,2507,A63,A75,2,A93,A101,4,A124,51,A143,A153,1,A172,1,A191,A201,0,1,0.086705615,,,,,
233,100233,A14,12,A32,A43,2141,A62,A74,3,A93,A101,1,A124,35,A143,A152,1,A173,1,A191,A201,0,1,0.036608338,,,,,
234,100234,A12,18,A32,A43,866,A61,A73,4,A94,A103,2,A121,25,A143,A152,1,A172,1,A191,A201,0,1,0.22117058,,,,,
235,100235,A14,4,A34,A43,1544,A61,A74,2,A93,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,0,1,0.012907266,,,,,
236,100236,A11,24,A32,A43,1823,A61,A71,4,A93,A101,2,A123,30,A142,A152,1,A174,2,A191,A201,1,1,0.696550794,,,,,
238,100238,A12,21,A32,A49,2767,A62,A75,4,A91,A101,2,A123,61,A141,A151,2,A172,1,A191,A201,1,1,0.625902616,,,,,
239,100239,A14,12,A34,A43,1291,A61,A73,4,A92,A101,2,A122,35,A143,A152,2,A173,1,A191,A201,0,1,0.064861789,,,,,
240,100240,A11,30,A32,A43,2522,A61,A75,1,A93,A103,3,A122,39,A143,A152,1,A173,2,A191,A201,0,1,0.268233086,,,,,
241,100241,A11,24,A32,A40,915,A65,A75,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,1,1,0.80016216,,,,,
242,100242,A14,6,A32,A43,1595,A61,A74,3,A93,A101,2,A122,51,A143,A152,1,A173,2,A191,A201,0,1,0.04091689,,,,,
243,100243,A11,48,A30,A41,4605,A61,A75,3,A93,A101,4,A124,24,A143,A153,2,A173,2,A191,A201,1,1,0.747331164,,,,,
244,100244,A14,12,A34,A49,1185,A61,A73,3,A92,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,0,1,0.075973969,,,,,
245,100245,A14,12,A31,A48,3447,A63,A73,4,A92,A101,3,A121,35,A143,A152,1,A172,2,A191,A201,0,1,0.102416313,,,,,
246,100246,A14,24,A32,A49,1258,A61,A74,4,A93,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,0,1,0.061737232,,,,,
247,100247,A14,12,A34,A43,717,A61,A75,4,A93,A101,4,A121,52,A143,A152,3,A173,1,A191,A201,0,1,0.038627808,,,,,
248,100248,A14,6,A30,A40,1204,A62,A73,4,A93,A101,1,A124,35,A141,A151,1,A173,1,A191,A202,0,1,0.115633048,,,,,
249,100249,A13,24,A32,A42,1925,A61,A73,2,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,0,1,0.223829361,,,,,
250,100250,A14,18,A32,A43,433,A61,A71,3,A92,A102,4,A121,22,A143,A151,1,A173,1,A191,A201,1,1,0.288713614,,,,,
251,100251,A11,6,A34,A40,666,A64,A74,3,A92,A101,4,A121,39,A143,A152,2,A172,1,A192,A201,0,1,0.079221254,,,,,
252,100252,A13,12,A32,A42,2251,A61,A73,1,A92,A101,2,A123,46,A143,A152,1,A172,1,A191,A201,0,1,0.203539194,,,,,
253,100253,A12,30,A32,A40,2150,A61,A73,4,A92,A103,2,A124,24,A141,A152,1,A173,1,A191,A201,1,1,0.71542926,,,,,
254,100254,A14,24,A33,A42,4151,A62,A73,2,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,0,1,0.108701857,,,,,
255,100255,A12,9,A32,A42,2030,A65,A74,2,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,0,1,0.036187576,,,,,
257,100257,A14,24,A34,A43,2684,A61,A73,4,A93,A101,2,A121,35,A143,A152,2,A172,1,A191,A201,0,1,0.059793387,,,,,
258,100258,A11,12,A31,A43,2149,A61,A73,4,A91,A101,1,A124,29,A143,A153,1,A173,1,A191,A201,1,1,0.672582715,,,,,
259,100259,A14,15,A32,A41,3812,A62,A72,1,A92,A101,4,A123,23,A143,A152,1,A173,1,A192,A201,0,1,0.015099859,,,,,
260,100260,A14,11,A34,A43,1154,A62,A71,4,A92,A101,4,A121,57,A143,A152,3,A172,1,A191,A201,0,1,0.062388676,,,,,
261,100261,A11,12,A32,A42,1657,A61,A73,2,A93,A101,2,A121,27,A143,A152,1,A173,1,A191,A201,0,1,0.277690223,,,,,
262,100262,A11,24,A32,A43,1603,A61,A75,4,A92,A101,4,A123,55,A143,A152,1,A173,1,A191,A201,0,1,0.611599798,,,,,
263,100263,A11,18,A34,A40,5302,A61,A75,2,A93,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,0,1,0.200418444,,,,,
264,100264,A14,12,A34,A46,2748,A61,A75,2,A92,A101,4,A124,57,A141,A153,3,A172,1,A191,A201,0,1,0.165290899,,,,,
265,100265,A14,10,A34,A40,1231,A61,A75,3,A93,A101,4,A121,32,A143,A152,2,A172,2,A191,A202,0,1,0.024379359,,,,,
266,100266,A12,15,A32,A43,802,A61,A75,4,A93,A101,3,A123,37,A143,A152,1,A173,2,A191,A201,1,1,0.35926672,,,,,
268,100268,A14,24,A32,A43,1533,A61,A72,4,A92,A101,3,A123,38,A142,A152,1,A173,1,A192,A201,0,1,0.245876811,,,,,
270,100270,A14,24,A32,A43,999,A65,A75,4,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,0,1,0.063276009,,,,,
271,100271,A14,18,A32,A40,2662,A65,A74,4,A93,A101,3,A122,32,A143,A152,1,A173,1,A191,A202,0,1,0.011051196,,,,,
272,100272,A14,12,A34,A42,1402,A63,A74,3,A92,A101,4,A123,37,A143,A151,1,A173,1,A192,A201,0,1,0.036443122,,,,,
274,100274,A12,48,A32,A43,3060,A61,A74,4,A93,A101,4,A121,28,A143,A152,2,A173,1,A191,A201,1,1,0.531029154,,,,,
276,100276,A14,9,A32,A43,2697,A61,A73,1,A93,A101,2,A121,32,A143,A152,1,A173,2,A191,A201,0,1,0.047523218,,,,,
277,100277,A14,18,A34,A43,2404,A61,A73,2,A92,A101,2,A123,26,A143,A152,2,A173,1,A191,A201,0,1,0.053730104,,,,,
278,100278,A11,12,A32,A42,1262,A65,A75,2,A91,A101,4,A122,49,A143,A152,1,A172,1,A192,A201,0,1,0.187251237,,,,,
279,100279,A14,6,A32,A42,4611,A61,A72,1,A92,A101,4,A122,32,A143,A152,1,A173,1,A191,A201,1,1,0.053989127,,,,,
280,100280,A14,24,A32,A43,1901,A62,A73,4,A93,A101,4,A123,29,A143,A151,1,A174,1,A192,A201,0,1,0.083097063,,,,,
281,100281,A14,15,A34,A41,3368,A64,A75,3,A93,A101,4,A124,23,A143,A151,2,A173,1,A192,A201,0,1,0.001674381,,,,,
282,100282,A14,12,A32,A42,1574,A61,A73,4,A93,A101,2,A121,50,A143,A152,1,A173,1,A191,A201,0,1,0.087102757,,,,,
283,100283,A13,18,A31,A43,1445,A65,A74,4,A93,A101,4,A123,49,A141,A152,1,A172,1,A191,A201,0,1,0.245160365,,,,,
284,100284,A14,15,A34,A42,1520,A65,A75,4,A93,A101,4,A122,63,A143,A152,1,A173,1,A191,A201,0,1,0.026507015,,,,,
285,100285,A12,24,A34,A40,3878,A62,A72,4,A91,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,0,1,0.444314073,,,,,
287,100287,A11,48,A32,A41,4788,A61,A74,4,A93,A101,3,A122,26,A143,A152,1,A173,2,A191,A201,0,1,0.372552335,,,,,
289,100289,A12,12,A32,A43,1092,A61,A73,4,A92,A103,4,A121,49,A143,A152,2,A173,1,A192,A201,0,1,0.117056176,,,,,
290,100290,A11,24,A33,A43,1024,A61,A72,4,A94,A101,4,A121,48,A142,A152,1,A173,1,A191,A201,1,1,0.805108933,,,,,
291,100291,A14,12,A32,A49,1076,A61,A73,2,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A202,0,1,0.012387515,,,,,
294,100294,A13,42,A34,A41,4796,A61,A75,4,A93,A101,4,A124,56,A143,A153,1,A173,1,A191,A201,0,1,0.08914511,,,,,
297,100297,A14,12,A32,A41,4675,A65,A72,1,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,0,1,0.00769787,,,,,
298,100298,A14,10,A32,A40,1287,A65,A75,4,A93,A102,2,A122,45,A143,A152,1,A172,1,A191,A202,0,1,0.026755191,,,,,
299,100299,A14,18,A32,A42,2515,A61,A73,3,A93,A101,4,A121,43,A143,A152,1,A173,1,A192,A201,0,1,0.076694166,,,,,
300,100300,A12,21,A34,A42,2745,A64,A74,3,A93,A101,2,A123,32,A143,A152,2,A173,1,A192,A201,0,1,0.028359852,,,,,
301,100301,A14,6,A32,A40,672,A61,A71,1,A92,A101,4,A121,54,A143,A152,1,A171,1,A192,A201,0,1,0.111260584,,,,,
302,100302,A12,36,A30,A43,3804,A61,A73,4,A92,A101,1,A123,42,A143,A152,1,A173,1,A192,A201,1,1,0.757261284,,,,,
303,100303,A13,24,A34,A40,1344,A65,A74,4,A93,A101,2,A121,37,A141,A152,2,A172,2,A191,A201,1,1,0.264721124,,,,,
304,100304,A11,10,A34,A40,1038,A61,A74,4,A93,A102,3,A122,49,A143,A152,2,A173,1,A192,A201,0,1,0.308921739,,,,,
306,100306,A14,6,A32,A42,1543,A64,A73,4,A91,A101,2,A121,33,A143,A152,1,A173,1,A191,A201,0,1,0.028997843,,,,,
307,100307,A14,30,A32,A41,4811,A65,A74,2,A92,A101,4,A122,24,A142,A151,1,A172,1,A191,A201,0,1,0.02292846,,,,,
308,100308,A11,12,A32,A43,727,A62,A72,4,A94,A101,3,A124,33,A143,A152,1,A172,1,A192,A201,1,1,0.372153509,,,,,
309,100309,A12,8,A32,A42,1237,A61,A73,3,A92,A101,4,A121,24,A143,A152,1,A173,1,A191,A201,1,1,0.381063228,,,,,
310,100310,A12,9,A32,A40,276,A61,A73,4,A94,A101,4,A121,22,A143,A151,1,A172,1,A191,A201,0,1,0.592001174,,,,,
311,100311,A12,48,A32,A41,5381,A65,A71,3,A93,A101,4,A124,40,A141,A153,1,A171,1,A192,A201,0,1,0.200990756,,,,,
312,100312,A14,24,A32,A42,5511,A62,A73,4,A93,A101,1,A123,25,A142,A152,1,A173,1,A191,A201,0,1,0.181278063,,,,,
313,100313,A13,24,A32,A42,3749,A61,A72,2,A92,A101,4,A123,26,A143,A152,1,A173,1,A191,A201,0,1,0.299748741,,,,,
314,100314,A12,12,A32,A40,685,A61,A74,2,A94,A101,3,A123,25,A141,A152,1,A172,1,A191,A201,1,1,0.540209847,,,,,
315,100315,A13,4,A32,A40,1494,A65,A72,1,A93,A101,2,A121,29,A143,A152,1,A172,2,A191,A202,0,1,0.022451274,,,,,
316,100316,A11,36,A31,A42,2746,A61,A75,4,A93,A101,4,A123,31,A141,A152,1,A173,1,A191,A201,1,1,0.914444347,,,,,
317,100317,A11,12,A32,A42,708,A61,A73,2,A93,A103,3,A122,38,A143,A152,1,A172,2,A191,A201,0,1,0.18138043,,,,,
318,100318,A12,24,A32,A42,4351,A65,A73,1,A92,A101,4,A122,48,A143,A152,1,A172,1,A192,A201,0,1,0.177414333,,,,,
319,100319,A14,12,A34,A46,701,A61,A73,4,A93,A101,2,A123,32,A143,A152,2,A173,1,A191,A201,0,1,0.100298017,,,,,
320,100320,A11,15,A33,A42,3643,A61,A75,1,A92,A101,4,A122,27,A143,A152,2,A172,1,A191,A201,0,1,0.466969487,,,,,
321,100321,A12,30,A34,A40,4249,A61,A71,4,A94,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,1,1,0.614431808,,,,,
322,100322,A11,24,A32,A43,1938,A61,A72,4,A91,A101,3,A122,32,A143,A152,1,A173,1,A191,A201,1,1,0.601947104,,,,,
323,100323,A11,24,A32,A41,2910,A61,A74,2,A93,A101,1,A124,34,A143,A153,1,A174,1,A192,A201,0,1,0.052835549,,,,,
324,100324,A11,18,A32,A42,2659,A64,A73,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,0,1,0.148458688,,,,,
325,100325,A14,18,A34,A40,1028,A61,A73,4,A92,A101,3,A121,36,A143,A152,2,A173,1,A191,A201,0,1,0.219297139,,,,,
326,100326,A11,8,A34,A40,3398,A61,A74,1,A93,A101,4,A121,39,A143,A152,2,A172,1,A191,A202,0,1,0.026165,,,,,
327,100327,A14,12,A34,A42,5801,A65,A75,2,A93,A101,4,A122,49,A143,A151,1,A173,1,A192,A201,0,1,0.006091006,,,,,
328,100328,A14,24,A32,A40,1525,A64,A74,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A192,A201,0,1,0.091277044,,,,,
329,100329,A13,36,A32,A43,4473,A61,A75,4,A93,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,0,1,0.317992966,,,,,
330,100330,A12,6,A32,A43,1068,A61,A75,4,A93,A101,4,A123,28,A143,A152,1,A173,2,A191,A201,0,1,0.243566686,,,,,
332,100332,A14,18,A34,A46,1864,A62,A73,4,A92,A101,2,A121,30,A143,A152,2,A173,1,A191,A201,1,1,0.202502108,,,,,
335,100335,A11,24,A30,A42,4110,A61,A75,3,A93,A101,4,A124,23,A141,A151,2,A173,2,A191,A201,1,1,0.871985429,,,,,
336,100336,A11,6,A34,A42,3384,A61,A73,1,A91,A101,4,A121,44,A143,A151,1,A174,1,A192,A201,1,1,0.126813025,,,,,
337,100337,A12,13,A32,A43,2101,A61,A72,2,A92,A103,4,A122,23,A143,A152,1,A172,1,A191,A201,0,1,0.107898992,,,,,
338,100338,A11,15,A32,A44,1275,A65,A73,4,A92,A101,2,A123,24,A143,A151,1,A173,1,A191,A201,1,1,0.55001474,,,,,
339,100339,A11,24,A32,A42,4169,A61,A73,4,A93,A101,4,A122,28,A143,A152,1,A173,1,A191,A201,0,1,0.462940552,,,,,
340,100340,A12,10,A32,A42,1521,A61,A73,4,A91,A101,2,A123,31,A143,A152,1,A172,1,A191,A201,0,1,0.397479769,,,,,
341,100341,A12,24,A34,A46,5743,A61,A72,2,A92,A101,4,A124,24,A143,A153,2,A173,1,A192,A201,0,1,0.296718131,,,,,
342,100342,A11,21,A32,A42,3599,A61,A74,1,A92,A101,4,A123,26,A143,A151,1,A172,1,A191,A201,0,1,0.355493297,,,,,
343,100343,A12,18,A32,A43,3213,A63,A72,1,A94,A101,3,A121,25,A143,A151,1,A173,1,A191,A201,0,1,0.290592034,,,,,
344,100344,A12,18,A32,A49,4439,A61,A75,1,A93,A102,1,A121,33,A141,A152,1,A174,1,A192,A201,0,1,0.349654584,,,,,
345,100345,A13,10,A32,A40,3949,A61,A72,1,A93,A103,1,A122,37,A143,A152,1,A172,2,A191,A201,0,1,0.093592687,,,,,
346,100346,A14,15,A34,A43,1459,A61,A73,4,A92,A101,2,A123,43,A143,A152,1,A172,1,A191,A201,0,1,0.074845073,,,,,
347,100347,A12,13,A34,A43,882,A61,A72,4,A93,A103,4,A121,23,A143,A152,2,A173,1,A191,A201,0,1,0.056673242,,,,,
348,100348,A12,24,A32,A43,3758,A63,A71,1,A92,A101,4,A124,23,A143,A151,1,A171,1,A191,A201,0,1,0.352067994,,,,,
349,100349,A14,6,A33,A49,1743,A62,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,1,A191,A201,0,1,0.045805864,,,,,
350,100350,A12,9,A34,A46,1136,A64,A75,4,A93,A101,3,A124,32,A143,A153,2,A173,2,A191,A201,1,1,0.11643045,,,,,
351,100351,A14,9,A32,A44,1236,A61,A72,1,A92,A101,4,A121,23,A143,A151,1,A173,1,A192,A201,0,1,0.122189423,,,,,
352,100352,A12,9,A32,A42,959,A61,A73,1,A92,A101,2,A123,29,A143,A152,1,A173,1,A191,A202,1,1,0.07266401,,,,,
353,100353,A14,18,A34,A41,3229,A65,A71,2,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,0,1,0.002514435,,,,,
355,100355,A14,10,A32,A46,727,A63,A75,4,A93,A101,4,A124,46,A143,A153,1,A173,1,A192,A201,0,1,0.113696286,,,,,
356,100356,A12,24,A32,A40,1246,A61,A72,4,A93,A101,2,A121,23,A142,A152,1,A172,1,A191,A201,1,1,0.756077666,,,,,
357,100357,A14,12,A34,A43,2331,A65,A75,1,A93,A102,4,A121,49,A143,A152,1,A173,1,A192,A201,0,1,0.012842435,,,,,
358,100358,A14,36,A33,A43,4463,A61,A73,4,A93,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,1,1,0.149358101,,,,,
359,100359,A14,12,A32,A43,776,A61,A73,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,0,1,0.123412921,,,,,
360,100360,A11,30,A32,A42,2406,A61,A74,4,A92,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,1,1,0.61909764,,,,,
361,100361,A12,18,A32,A46,1239,A65,A73,4,A93,A101,4,A124,61,A143,A153,1,A173,1,A191,A201,0,1,0.348488513,,,,,
362,100362,A13,12,A32,A43,3399,A65,A75,2,A93,A101,3,A123,37,A143,A152,1,A174,1,A191,A201,0,1,0.038061068,,,,,
363,100363,A13,12,A33,A40,2247,A61,A73,2,A92,A101,2,A123,36,A142,A152,2,A173,1,A192,A201,0,1,0.460227232,,,,,
364,100364,A14,6,A32,A42,1766,A61,A73,1,A94,A101,2,A122,21,A143,A151,1,A173,1,A191,A201,0,1,0.074475735,,,,,
365,100365,A11,18,A32,A42,2473,A61,A71,4,A93,A101,1,A123,25,A143,A152,1,A171,1,A191,A201,1,1,0.427500748,,,,,
366,100366,A14,12,A32,A49,1542,A61,A74,2,A93,A101,4,A123,36,A143,A152,1,A173,1,A192,A201,0,1,0.02050743,,,,,
367,100367,A14,18,A34,A41,3850,A61,A74,3,A93,A101,1,A123,27,A143,A152,2,A173,1,A191,A201,0,1,0.006701661,,,,,
368,100368,A11,18,A32,A42,3650,A61,A72,1,A92,A101,4,A123,22,A143,A151,1,A173,1,A191,A201,0,1,0.442012985,,,,,
369,100369,A11,36,A32,A42,3446,A61,A75,4,A93,A101,2,A123,42,A143,A152,1,A173,2,A191,A201,1,1,0.737635937,,,,,
370,100370,A12,18,A32,A42,3001,A61,A74,2,A92,A101,4,A121,40,A143,A151,1,A173,1,A191,A201,0,1,0.252255192,,,,,
371,100371,A14,36,A32,A40,3079,A65,A73,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,0,1,0.226040512,,,,,
373,100373,A14,10,A34,A42,2146,A61,A72,1,A92,A101,3,A121,23,A143,A151,2,A173,1,A191,A201,0,1,0.048371046,,,,,
377,100377,A14,18,A33,A43,2320,A61,A71,2,A94,A101,3,A121,34,A143,A152,2,A173,1,A191,A201,0,1,0.125796259,,,,,
378,100378,A14,7,A33,A43,846,A65,A75,3,A93,A101,4,A124,36,A143,A153,1,A173,1,A191,A201,0,1,0.033032844,,,,,
380,100380,A14,6,A34,A40,362,A62,A73,4,A92,A101,4,A123,52,A143,A152,2,A172,1,A191,A201,0,1,0.131693154,,,,,
381,100381,A11,20,A32,A42,2212,A65,A74,4,A93,A101,4,A123,39,A143,A152,1,A173,1,A192,A201,0,1,0.134500575,,,,,
383,100383,A14,22,A32,A40,1283,A65,A74,4,A92,A101,4,A122,25,A143,A151,1,A173,1,A191,A201,0,1,0.1475667,,,,,
384,100384,A13,12,A32,A40,1330,A61,A72,4,A93,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,0,1,0.319000696,,,,,
385,100385,A14,30,A33,A49,4272,A62,A73,2,A93,A101,2,A122,26,A143,A152,2,A172,1,A191,A201,0,1,0.12472716,,,,,
386,100386,A14,18,A34,A43,2238,A61,A73,2,A92,A101,1,A123,25,A143,A152,2,A173,1,A191,A201,0,1,0.054758547,,,,,
387,100387,A14,18,A32,A43,1126,A65,A72,4,A92,A101,2,A121,21,A143,A151,1,A173,1,A192,A201,0,1,0.055755874,,,,,
389,100389,A12,15,A34,A49,2326,A63,A73,2,A93,A101,4,A123,27,A141,A152,1,A173,1,A191,A201,0,1,0.189154088,,,,,
390,100390,A14,9,A32,A49,1449,A61,A74,3,A92,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,0,1,0.069074014,,,,,
391,100391,A14,18,A32,A40,1820,A61,A73,2,A94,A101,2,A122,30,A143,A152,1,A174,1,A192,A201,0,1,0.179485733,,,,,
392,100392,A12,12,A32,A42,983,A64,A72,1,A92,A101,4,A121,19,A143,A151,1,A172,1,A191,A201,0,1,0.110939889,,,,,
393,100393,A11,36,A32,A40,3249,A61,A74,2,A93,A101,4,A124,39,A141,A153,1,A174,2,A192,A201,0,1,0.737206601,,,,,
394,100394,A11,6,A34,A43,1957,A61,A74,1,A92,A101,4,A123,31,A143,A152,1,A173,1,A191,A201,0,1,0.096568374,,,,,
395,100395,A14,9,A34,A42,2406,A61,A71,2,A93,A101,3,A123,31,A143,A152,1,A174,1,A191,A201,0,1,0.024506409,,,,,
397,100397,A11,12,A32,A42,2578,A61,A71,3,A92,A101,4,A124,55,A143,A153,1,A174,1,A191,A201,0,1,0.493733987,,,,,
398,100398,A11,36,A34,A42,2348,A61,A73,3,A94,A101,2,A122,46,A143,A152,2,A173,1,A192,A201,0,1,0.590093554,,,,,
399,100399,A12,12,A32,A40,1223,A61,A75,1,A91,A101,1,A121,46,A143,A151,2,A173,1,A191,A201,1,1,0.50449721,,,,,
400,100400,A14,24,A34,A43,1516,A64,A73,4,A92,A101,1,A121,43,A143,A152,2,A172,1,A191,A201,0,1,0.031337627,,,,,
401,100401,A14,18,A32,A43,1473,A61,A72,3,A94,A101,4,A121,39,A143,A152,1,A173,1,A192,A201,0,1,0.112083558,,,,,
402,100402,A12,18,A34,A49,1887,A65,A73,4,A94,A101,4,A121,28,A141,A152,2,A173,1,A191,A201,0,1,0.271330824,,,,,
404,100404,A14,14,A33,A40,802,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A172,1,A191,A201,0,1,0.236812928,,,,,
405,100405,A12,18,A33,A40,2899,A65,A75,4,A93,A101,4,A123,43,A143,A152,1,A173,2,A191,A201,0,1,0.461584148,,,,,
406,100406,A12,24,A32,A43,2039,A61,A72,1,A94,A101,1,A122,22,A143,A152,1,A173,1,A192,A201,1,1,0.312501484,,,,,
407,100407,A14,24,A34,A41,2197,A65,A74,4,A93,A101,4,A123,43,A143,A152,2,A173,2,A192,A201,0,1,0.005270918,,,,,
408,100408,A11,15,A32,A43,1053,A61,A72,4,A94,A101,2,A121,27,A143,A152,1,A173,1,A191,A202,0,1,0.150802829,,,,,
409,100409,A14,24,A32,A43,3235,A63,A75,3,A91,A101,2,A123,26,A143,A152,1,A174,1,A192,A201,0,1,0.126302055,,,,,
410,100410,A13,12,A34,A40,939,A63,A74,4,A94,A101,2,A121,28,A143,A152,3,A173,1,A192,A201,1,1,0.158420491,,,,,
411,100411,A12,24,A32,A43,1967,A61,A75,4,A92,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,0,1,0.409584435,,,,,
413,100413,A14,12,A34,A49,2292,A61,A71,4,A93,A101,2,A123,42,A142,A152,2,A174,1,A192,A201,1,1,0.04628195,,,,,
414,100414,A14,10,A32,A40,1597,A63,A73,3,A93,A101,2,A124,40,A143,A151,1,A172,2,A191,A202,0,1,0.04361339,,,,,
415,100415,A11,24,A32,A40,1381,A65,A73,4,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A201,1,1,0.67050722,,,,,
416,100416,A14,36,A34,A41,5842,A61,A75,2,A93,A101,2,A122,35,A143,A152,2,A173,2,A192,A201,0,1,0.016847461,,,,,
417,100417,A11,12,A32,A40,2579,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A172,2,A191,A201,1,1,0.608468712,,,,,
419,100419,A14,21,A32,A40,2782,A63,A74,1,A92,A101,2,A123,31,A141,A152,1,A174,1,A191,A201,0,1,0.269429978,,,,,
420,100420,A12,18,A32,A40,1042,A65,A73,4,A92,A101,2,A122,33,A143,A152,1,A173,1,A191,A201,1,1,0.503343892,,,,,
421,100421,A14,15,A32,A40,3186,A64,A74,2,A92,A101,3,A123,20,A143,A151,1,A173,1,A191,A201,0,1,0.030845068,,,,,
422,100422,A12,12,A32,A41,2028,A65,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,0,1,0.035141147,,,,,
423,100423,A12,12,A34,A40,958,A61,A74,2,A93,A101,3,A121,47,A143,A152,2,A172,2,A191,A201,0,1,0.205026537,,,,,
424,100424,A14,21,A33,A42,1591,A62,A74,4,A93,A101,3,A121,34,A143,A152,2,A174,1,A191,A201,0,1,0.109355441,,,,,
425,100425,A12,12,A32,A42,2762,A65,A75,1,A92,A101,2,A122,25,A141,A152,1,A173,1,A192,A201,1,1,0.194936189,,,,,
426,100426,A12,18,A32,A41,2779,A61,A73,1,A94,A101,3,A123,21,A143,A151,1,A173,1,A192,A201,0,1,0.079371816,,,,,
427,100427,A14,28,A34,A43,2743,A61,A75,4,A93,A101,2,A123,29,A143,A152,2,A173,1,A191,A201,0,1,0.073775843,,,,,
428,100428,A14,18,A34,A43,1149,A64,A73,4,A93,A101,3,A121,46,A143,A152,2,A173,1,A191,A201,0,1,0.01273711,,,,,
429,100429,A14,9,A32,A42,1313,A61,A75,1,A93,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,0,1,0.051844497,,,,,
430,100430,A11,18,A34,A45,1190,A61,A71,2,A92,A101,4,A124,55,A143,A153,3,A171,2,A191,A201,1,1,0.625382193,,,,,
431,100431,A14,5,A32,A49,3448,A61,A74,1,A93,A101,4,A121,74,A143,A152,1,A172,1,A191,A201,0,1,0.016035723,,,,,
433,100433,A11,6,A34,A42,1872,A61,A71,4,A93,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,0,1,0.124767485,,,,,
434,100434,A14,24,A34,A45,2058,A61,A73,4,A91,A101,2,A121,33,A143,A152,2,A173,1,A192,A201,0,1,0.192806041,,,,,
435,100435,A11,9,A32,A42,2136,A61,A73,3,A93,A101,2,A121,25,A143,A152,1,A173,1,A191,A201,0,1,0.318397946,,,,,
436,100436,A12,12,A32,A43,1484,A65,A73,2,A94,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,1,1,0.099117325,,,,,
437,100437,A14,6,A32,A45,660,A63,A74,2,A94,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,0,1,0.096850791,,,,,
438,100438,A14,24,A34,A40,1287,A64,A75,4,A92,A101,4,A121,37,A143,A152,2,A173,1,A192,A201,0,1,0.058912082,,,,,
